true	predicted
Зеркала (фильм, 2008)	Тварь (фильм)
Призраки в Коннектикуте	Трупы (фильм, 2009)
Зеркала (фильм, 2008)	Трупы (фильм, 2009)
За бортом (фильм, 2018)	Дьявол (фильм, 1978)
За бортом (фильм, 2018)	Фрэнки и Джонни (фильм, 1991)
За бортом (фильм, 2018)	Чокнутая нянька
За бортом (фильм, 2018)	Бирадж Баху
За бортом (фильм, 2018)	Пурпурная роза Каира
За бортом (фильм, 2018)	Убей меня позже
За бортом (фильм, 2018)	One Touch of Nature
За бортом (фильм, 2018)	Крепкий мужик
За бортом (фильм, 2018)	Это моя жизнь (фильм)
За бортом (фильм, 2018)	Красотки в молоке
Секс-миссия	Время жатвы
Секс-миссия	Возвращённое солнце
Секс-миссия	Океан (телесериал)
Секс-миссия	Boku Pataliro!
Секс-миссия	Почтарская сказка
Секс-миссия	Скиф (фильм, 2018)
Секс-миссия	Трилогия Оушена
Секс-миссия	Снейк Айз (фильм)
Секс-миссия	Арн: Рыцарь-тамплиер
Секс-миссия	Bleach: Memories of Nobody
В осаде 2: Тёмная территория	Опасность первого типа
Опасные пассажиры поезда 123 (фильм, 2009)	Опасность первого типа
Денежный поезд (фильм)	Опасность первого типа
Захват поезда Пелэм 1-2-3	Опасность первого типа
В осаде 2: Тёмная территория	Под прицелом (фильм, 2002)
Опасные пассажиры поезда 123 (фильм, 2009)	Под прицелом (фильм, 2002)
